,ID,FY,Area,Add1,City,STPostal,NPRZip5,NPRDisasterNo,DisasterDescription,County,Owner,ResType,DamageCat,DateClosed,StrucType,PartOfProj,ProjTitle,ProjID,Status,Action,ProjCounties,Grantee,Subgrantee,Type,NPRDateClosed,NPRPricePaid,NPRLatitude,NPRLongitude,NPRElevation
6256,34480,2008,HMGP,522 E 32ND STREET,DAVENPORT,IA,52803,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Scott,"WALTER, LEON T",Owner Occupied - Principal Residence,50 - 99%,9/25/2013,Single Family,Yes,City of Davenport Acquisition Project,DR-1763-0028-R,Closed,Acquisition,SCOTT,Statewide,Davenport,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/25/2013,111000.0,41.552803000000004,-90.56794000000001,626.37
6264,34493,2008,HMGP,528 E 32ND STREET,DAVENPORT,IA,52803,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Scott,"DINH, HUNG",Owner Occupied - Principal Residence,50 - 99%,9/25/2013,Single Family,Yes,City of Davenport Acquisition Project,DR-1763-0028-R,Closed,Acquisition,SCOTT,Statewide,Davenport,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,9/25/2013,119000.0,41.552803000000004,-90.56787,625.84
6346,34629,2008,HMGP,7136 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"HALE, STANLEY C",Owner Occupied - Secondary Residence,50 - 99%,6/26/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #2",DR-1763-0170-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,6/26/2013,40370.0,41.098956,-91.06697199999999,546.4
6353,34639,2008,HMGP,7172 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"WADELL, BILL",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,23265.0,41.09897,-91.06889,548.5
6357,34646,2008,HMGP,7217 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"CERDA, ELISEO",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,17919.0,41.098583000000005,-91.07001,547.95
6361,34653,2008,HMGP,7232 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"REGINATTO, VIRLEEN I",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,19239.0,41.098890000000004,-91.06783,546.44
6371,34671,2008,HMGP,7275 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"DERBY, JOHN",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,25960.0,41.098698,-91.06985,548.48
6373,34673,2008,HMGP,7297 KINGS HIGHWAY,OAKVILLE,IA,52646,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"GERST, PATRICK",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,35134.0,41.098959,-91.06914499999999,549.36
6374,34674,2008,HMGP,7298 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"REGINATTO, VIRLEEN",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,39237.0,41.09892,-91.06798,547.03
6378,34679,2008,HMGP,7314 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"REED, NOLEN H",Owner Occupied - Secondary Residence,100%,6/26/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #2",DR-1763-0170-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,6/26/2013,18436.0,41.098953,-91.086422,546.32
6379,34681,2008,HMGP,7315 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"LEE, DOUGLAS",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,19041.0,41.098766,-91.069725,547.82
6382,34686,2008,HMGP,7359 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"HAND, EDWARD",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,30899.0,41.098827,-91.06958,548.24
6383,34687,2008,HMGP,7417 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"HOBBS, HOWARD",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,30360.0,41.09856,-91.06891999999999,547.33
6384,34688,2008,HMGP,7515 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"WUNNENBERG, ARTHUR",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,37972.0,41.0986,-91.06958,548.7
6385,34689,2008,HMGP,7571 KINGS HIGHWAY,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"RUSSELL, RANDALL",Owner Occupied - Secondary Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,38159.0,41.09859,-91.06994,547.9
6386,34690,2008,HMGP,7867 119TH AVENUE,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"SMITH, MARILYN",Owner Occupied - Principal Residence,50 - 99%,6/17/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #3",DR-1763-0208-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,6/17/2013,70389.0,41.17208,-91.15841999999999,554.78
6501,34856,2008,HMGP,HAWKEYE WOODS L1-2-3 BLK 1,WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"HALE, STANLEY C",Not Applicable,,6/26/2013,Vacant Land,Yes,"Louisa County, IA Property Acquisition Project #2",DR-1763-0170-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,6/26/2013,2827.0,41.099225,-91.066994,546.77
6502,34858,2008,HMGP,HAWKEYE WOODS L33-34 BLK1 (18 KINGS HIGHWAY),WAPELLO,IA,52653,1763,"SEVERE STORMS, TORNADOES, AND FLOODING",Louisa,"BIRCK, DONALD D",Owner Occupied - Secondary Residence,50 - 99%,6/26/2013,Single Family,Yes,"Louisa County, IA Property Acquisition Project #2",DR-1763-0170-R,Closed,Acquisition,LOUISA,Statewide,Louisa (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine;,6/26/2013,23408.0,41.098902,-91.067418,546.88
6512,35595,2008,LPDM,1030 PRIESTER DR,DAVENPORT,IA,52802,M-PJ,,Scott,"DAVENPORT, CITY OF",Not Applicable,,,Non-residential - Public,Yes,City of Davenport Buyout Project,LPDM-PJ-07-IA-2008-001,Obligated,Acquisition,SCOTT,Iowa Homeland Security & Emergency Management,"City of Davenport, Iowa",200.3: Acquisition of Public Real Property (Structures and Land) - Riverine,,,41.518227,-90.58832,560.59
6513,35596,2008,LPDM,1112 BEIDERBECKE DR,DAVENPORT,IA,52802,M-PJ,,Scott,"DAVENPORT, CITY OF",Not Applicable,,,Non-residential - Public,Yes,City of Davenport Buyout Project,LPDM-PJ-07-IA-2008-001,Obligated,Acquisition,SCOTT,Iowa Homeland Security & Emergency Management,"City of Davenport, Iowa",200.3: Acquisition of Public Real Property (Structures and Land) - Riverine,,,41.51764,-90.58969,565.36
6514,35597,2008,LPDM,215 S MARQUETTE ST,DAVENPORT,IA,52801,M-PJ,,Scott,"DAVENPORT, CITY OF",Not Applicable,,,Non-residential - Public,Yes,City of Davenport Buyout Project,LPDM-PJ-07-IA-2008-001,Obligated,Acquisition,SCOTT,Iowa Homeland Security & Emergency Management,"City of Davenport, Iowa",200.3: Acquisition of Public Real Property (Structures and Land) - Riverine,,,41.51763,-90.59055,560.79
6852,42704,2014,HMGP,410 WEST 2ND STREET,OLIN,IA,52320,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Jones,"JEFFORDS, VENUS",Owner Occupied - Secondary Residence,50 - 99%,10/4/2016,Single Family,Yes,Olin Acquisition 2014,DR-4184-0010-R,Closed,Acquisition,JONES,Statewide,Olin,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,10/4/2016,80000.0,41.99684,-91.14665,748.38
6854,42706,2014,HMGP,415 WEST 2ND STREET,OLIN,IA,52320,4184,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Jones,"COVINGTON, JOHN",Owner Occupied - Principal Residence,50 - 99%,10/4/2016,Single Family,Yes,Olin Acquisition 2014,DR-4184-0010-R,Closed,Acquisition,JONES,Statewide,Olin,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,10/4/2016,69000.0,41.996574,-91.14801,744.13
6887,43278,2015,HMGP,1132 CRESTVIEW DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"PHILLIPS, JOSEPH",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.548309,-90.516001,609.1
6888,43279,2015,HMGP,1132 PARKWAY DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"HALL, WILLIAM",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.547195,-90.51605,609.78
6889,43280,2015,HMGP,1214 PARKWAY DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"FISHER, MARK",Rental,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.548615000000005,-90.51504,609.1
6890,43281,2015,HMGP,1218 PARKWAY DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"FAGAN, MARIANNE",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.548629999999996,-90.51501,609.1
6891,43282,2015,HMGP,2522 GREENWAY DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"RENTFRO, TERRY",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.54871,-90.51541,609.09
6892,43283,2015,HMGP,2601 GREENWAY DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"SEBASTIAN, AMANDA",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.549217,-90.51558,608.3
6893,43284,2015,HMGP,2604 HOLLY DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"ROHLFS, DIANA",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.54888,-90.517555,608.32
6894,43285,2015,HMGP,2609 GREENWAY DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"SEYDEL - TRUST, KEVIN J",Rental,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.54927,-90.51558,608.47
6895,43286,2015,HMGP,2615 GREENWAY DRIVE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"SEYDEL - TRUST, KEVIN J",Rental,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.549313,-90.51558,608.47
6896,43287,2015,HMGP,2618 HEATHER LANE,BETTENDORF,IA,52722,4234,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",Scott,"WEAS - TRUST, LYLE H",Rental,0 - 49%,,Single Family,Yes,Bettendorf Property Compliance Acquisitions,DR-4234-0004-R,Approved,Acquisition,SCOTT,Statewide,Bettendorf,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.549152,-90.51441,608.65
6901,43957,2017,HMGP,105 W ROCHESTER AVE,ATALISSA,IA,52720,4289,SEVERE STORMS AND FLOODING,Cedar,"COX, SR., EDWIN EUGENE",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Cedar County Property Acquisition West Rochester Cedar River 2016,DR-4289-0016-R,Approved,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.670497999999995,-91.16632,657.95
6902,43958,2017,HMGP,108 W ROCHESTER AVE,ATALISSA,IA,52720,4289,SEVERE STORMS AND FLOODING,Cedar,"THOMAS, MELISSA ANN",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Cedar County Property Acquisition West Rochester Cedar River 2016,DR-4289-0016-R,Approved,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.670364,-91.166855,660.39
6903,43959,2017,HMGP,170 W ROCHESTER AVE,ATALISSA,IA,52720,4289,SEVERE STORMS AND FLOODING,Cedar,"MARTIN, DENNIS C",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Cedar County Property Acquisition West Rochester Cedar River 2016,DR-4289-0016-R,Approved,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.669712,-91.16894,681.28
6908,43964,2017,HMGP,251 W ROCHESTER AVE,ATALISSA,IA,52720,4289,SEVERE STORMS AND FLOODING,Cedar,"FOUNTAIN, VIRGIL E.",Owner Occupied - Principal Residence,0 - 49%,,Single Family,Yes,Cedar County Property Acquisition West Rochester Cedar River 2016,DR-4289-0016-R,Approved,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.66949,-91.16964,691.04
6915,43971,2017,HMGP,PARCEL #017014023760030,ATALISSA,IA,52720,4289,SEVERE STORMS AND FLOODING,Cedar,"GILMORE, MELODY ANN",Not Applicable,0 - 49%,,Vacant Land,Yes,Cedar County Property Acquisition West Rochester Cedar River 2016,DR-4289-0016-R,Approved,Acquisition,CEDAR,Statewide,Cedar (County),200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,,,41.670581,-91.165256,653.02
6970,542,1993,HMGP,1001 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101683,-90.93656,539.31
6973,545,1993,HMGP,1002 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101364000000004,-90.93666999999999,542.38
6974,546,1993,HMGP,1003-5 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.10053,-90.93668000000001,545.91
6975,547,1993,HMGP,1005 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.10152,-90.93656,540.37
6979,551,1993,HMGP,1008 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101364000000004,-90.93659,542.35
6980,552,1993,HMGP,1008 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100502,-90.93661,545.86
6986,558,1993,HMGP,1010 MAIN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100502,-90.93658,545.86
6988,560,1993,HMGP,1013 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101652,-90.93656,539.91
6997,569,1993,HMGP,102 3RD STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100066999999996,-90.94389,540.37
7007,579,1993,HMGP,103 6TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100805,-90.941227,550.3
7018,590,1993,HMGP,104 13TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,38.105098999999996,-90.92759699999999,808.12
7020,592,1993,HMGP,104 8TH STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,40.911609000000006,-90.637774,760.91
7021,593,1993,HMGP,104A 9TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.105098999999996,-90.92759699999999,542.19
7022,594,1993,HMGP,104B 9TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,50 - 99%,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.105098999999996,-90.92759699999999,542.19
7037,609,1993,HMGP,105 6TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.100912,-90.941227,550.17
7053,625,1993,HMGP,107 10TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.0959,-90.93705200000001,571.4
7056,628,1993,HMGP,107 6TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101019,-90.941227,550.03
7063,635,1993,HMGP,108 5TH STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.105098999999996,-90.92759699999999,542.19
7071,643,1993,HMGP,109 3RD STREET NORTH,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.105098999999996,-90.92759699999999,542.19
7076,648,1993,HMGP,1101 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101486,-90.94281,539.09
7078,650,1993,HMGP,1102-14 VAN BUREN STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.101952000000004,-90.927696,544.62
7079,651,1993,HMGP,1102 JACKSON STREET,KEITHSBURG,IL,61442,0997,SEVERE STORMS & FLOODING,Mercer,,,,2/25/2002,,Yes,KEITHSBURG - ACQUISITION AND RELOCATION                           CR: FINAL 4/03,DR-0997-0003-R,Closed,Acquisition,MERCER,,KEITHSBURG,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,2/25/2002,,41.10135,-90.93519599999999,540.68
